,missing_dates
17703,2013-11-19 13:39:27
17704,2013-11-19 13:38:31
17705,2013-11-19 13:40:01
17706,2013-11-19 13:41:11
17707,2013-11-19 13:41:35
17708,2013-11-19 13:51:40
17709,2013-11-19 13:49:56
17710,2013-11-19 13:43:04
17711,2013-11-19 13:45:42
17712,2013-11-19 13:56:45
17713,2013-11-19 13:47:28
17714,2013-11-19 13:48:38
17715,2013-11-19 13:50:14
17716,2013-11-19 13:48:44
17717,2013-11-19 13:49:22
17718,2013-11-19 13:52:36
17719,2013-11-19 13:52:43
17720,2013-11-19 14:01:41
17721,2013-11-19 13:58:00
17722,2013-11-19 14:03:36
17723,2013-11-19 14:12:40
17724,2013-11-19 14:04:17
17725,2013-11-19 14:07:58
17726,2013-11-19 14:07:03
17727,2013-11-19 14:08:30
17728,2013-11-19 14:10:15
17729,2013-11-19 14:14:18
17730,2013-11-19 14:13:41
17731,2013-11-19 14:30:18
17732,2013-11-19 14:22:05
17733,2013-11-19 14:26:21
17734,2013-11-19 14:27:39
17735,2013-11-19 14:30:01
17736,2013-11-19 14:29:20
17737,2013-11-19 14:29:51
17738,2013-11-19 14:31:57
17739,2013-11-19 14:44:31
17740,2013-11-19 14:33:36
17741,2013-11-19 14:35:59
17742,2013-11-19 14:40:04
17743,2013-11-19 14:53:10
17744,2013-11-19 14:50:03
17745,2013-11-19 14:49:45
17746,2013-11-19 14:48:52
17747,2013-11-19 14:50:07
17748,2013-11-19 14:50:21
17749,2013-11-19 14:50:40
17750,2013-11-19 14:52:20
17751,2013-11-19 14:57:04
17752,2013-11-19 14:59:44
17753,2013-11-19 15:02:34
17754,2013-11-19 15:04:39
17755,2013-11-19 15:05:38
17756,2013-11-19 15:04:36
17757,2013-11-19 15:04:51
17758,2013-11-19 15:06:03
17759,2013-11-19 15:16:35
17760,2013-11-19 15:15:33
17761,2013-11-19 15:13:47
17762,2013-11-19 15:15:58
17763,2013-11-19 15:15:49
17764,2013-11-19 15:16:56
17765,2013-11-19 15:18:44
17766,2013-11-19 15:18:46
17767,2013-11-19 15:18:28
17768,2013-11-19 15:20:51
17769,2013-11-19 15:26:35
17770,2013-11-19 15:24:24
17771,2013-11-19 15:25:37
17772,2013-11-19 15:28:35
17773,2013-11-19 15:30:00
17774,2013-11-19 15:30:19
17775,2013-11-19 15:34:36
17776,2013-11-19 15:34:52
17777,2013-11-19 15:45:41
17778,2013-11-19 15:37:33
17779,2013-11-19 15:39:21
17780,2013-11-19 15:38:24
17781,2013-11-19 15:40:29
17782,2013-11-19 15:45:40
17783,2013-11-19 15:43:44
17784,2013-11-19 15:44:09
17785,2013-11-19 15:44:02
17786,2013-11-19 15:47:11
17787,2013-11-19 15:52:13
17788,2013-11-19 15:48:39
17789,2013-11-19 15:49:01
17790,2013-11-19 15:55:27
17791,2013-11-19 15:56:21
17792,2013-11-19 15:56:47
17793,2013-11-19 16:00:03
17794,2013-11-19 15:59:45
17795,2013-11-19 15:58:48
17796,2013-11-19 15:59:41
17797,2013-11-19 15:59:41
17798,2013-11-19 16:01:05
17799,2013-11-19 16:02:34
17800,2013-11-19 16:02:15
17801,2013-11-19 16:02:51
17802,2013-11-19 16:04:35
17803,2013-11-19 16:05:02
17804,2013-11-19 16:09:52
17805,2013-11-19 16:10:41
17806,2013-11-19 16:11:36
17807,2013-11-19 16:12:56
17808,2013-11-19 16:14:26
17809,2013-11-19 16:14:02
17810,2013-11-19 16:14:16
17811,2013-11-19 16:16:05
17812,2013-11-19 16:21:11
17813,2013-11-19 16:26:11
17814,2013-11-19 16:27:18
17815,2013-11-19 16:30:35
17816,2013-11-19 16:34:23
17817,2013-11-19 16:36:14
17818,2013-11-19 16:35:00
17819,2013-11-19 16:40:53
17820,2013-11-19 16:42:13
17821,2013-11-19 16:42:11
17822,2013-11-19 16:43:25
17823,2013-11-19 16:44:25
17824,2013-11-19 16:46:17
17825,2013-11-19 16:46:33
17826,2013-11-19 16:48:12
17827,2013-11-19 16:49:21
17828,2013-11-19 16:49:53
17829,2013-11-19 16:53:15
17830,2013-11-19 16:51:37
17831,2013-11-19 16:54:34
17832,2013-11-19 17:00:49
17833,2013-11-19 17:01:58
17834,2013-11-19 17:04:43
17835,2013-11-19 17:22:15
17836,2013-11-19 17:27:15
17837,2013-11-19 17:36:37
17838,2013-11-19 17:35:04
17839,2013-11-19 17:49:10
17840,2013-11-19 17:37:17
17841,2013-11-19 17:37:09
17842,2013-11-19 17:37:13
17843,2013-11-19 17:38:48
17844,2013-11-19 17:38:58
17845,2013-11-19 17:39:57
17846,2013-11-19 17:46:18
17847,2013-11-19 17:50:19
17848,2013-11-19 17:59:51
17849,2013-11-19 17:51:28
17850,2013-11-19 17:53:34
17851,2013-11-19 17:55:02
17852,2013-11-19 17:59:12
17853,2013-11-19 18:02:00
17854,2013-11-19 18:02:37
17855,2013-11-19 18:15:54
17856,2013-11-19 18:32:39
17857,2013-11-19 18:21:31
17858,2013-11-19 18:24:15
17859,2013-11-19 18:23:11
17860,2013-11-19 18:25:40
17861,2013-11-19 18:26:23
17862,2013-11-19 18:27:18
17863,2013-11-19 18:28:49
17864,2013-11-19 18:30:09
17865,2013-11-19 18:28:38
17866,2013-11-19 18:31:09
17867,2013-11-19 18:31:30
17868,2013-11-19 18:36:37
17869,2013-11-19 18:39:51
17870,2013-11-19 18:41:56
17871,2013-11-19 18:43:02
17872,2013-11-19 18:44:11
17873,2013-11-19 18:44:44
17874,2013-11-19 18:46:06
17875,2013-11-19 18:56:41
17876,2013-11-19 18:50:51
17877,2013-11-19 19:01:10
17878,2013-11-19 19:03:31
17879,2013-11-19 19:11:29
17880,2013-11-19 19:20:08
17881,2013-11-19 19:33:43
17882,2013-11-19 19:26:54
17883,2013-11-19 19:35:23
17884,2013-11-19 19:38:23
17885,2013-11-19 19:42:58
17886,2013-11-19 19:41:40
17887,2013-11-19 19:44:26
17888,2013-11-19 19:45:15
17889,2013-11-19 19:46:31
17890,2013-11-19 19:48:30
17891,2013-11-19 19:59:54
17892,2013-11-19 20:02:51
17893,2013-11-19 20:06:07
17894,2013-11-19 20:14:44
17895,2013-11-19 20:34:07
17896,2013-11-19 20:39:08
17897,2013-11-19 20:55:09
17898,2013-11-19 20:53:37
17899,2013-11-19 20:55:34
17900,2013-11-19 20:56:46
17901,2013-11-19 20:58:49
17902,2013-11-19 21:01:20
17903,2013-11-19 21:01:53
17904,2013-11-19 21:01:41
17905,2013-11-19 21:07:17
17906,2013-11-19 21:10:00
17907,2013-11-19 21:15:30
17908,2013-11-19 21:17:34
17909,2013-11-19 21:54:12
17910,2013-11-19 21:56:38
17911,2013-11-19 21:57:02
17912,2013-11-19 22:14:13
17913,2013-11-19 22:18:19
17914,2013-11-19 22:33:07
17915,2013-11-19 22:41:37
17916,2013-11-19 22:41:58
17917,2013-11-19 22:45:31
17918,2013-11-19 22:46:41
17919,2013-11-19 22:59:46
17920,2013-11-19 23:43:44
17921,2013-11-19 23:03:21
17922,2013-11-19 23:15:25
17923,2013-11-19 23:11:39
17924,2013-11-19 23:18:29
17925,2013-11-19 23:23:52
17926,2013-11-19 23:24:50
17927,2013-11-19 23:46:04
17928,2013-11-19 23:46:47
17929,2013-11-19 23:48:38
17930,2013-11-19 23:50:12
17931,2013-11-19 23:55:31
17932,2013-11-19 23:57:45
17933,2013-11-20 15:42:14
17934,2013-11-20 00:15:16
17935,2013-11-20 00:10:53
17936,2013-11-20 00:13:51
17937,2013-11-20 00:42:17
17938,2013-11-20 01:07:09
17939,2013-11-20 01:10:58
17940,2013-11-20 01:41:18
17941,2013-11-20 01:45:17
17942,2013-11-20 01:51:08
17943,2013-11-20 01:51:46
17944,2013-11-20 01:52:33
17945,2013-11-20 01:58:53
17946,2013-11-20 02:08:19
17947,2013-11-20 02:18:57
17948,2013-11-20 02:19:20
17949,2013-11-20 02:29:17
17950,2013-11-20 02:43:14
17951,2013-11-20 03:06:27
17952,2013-11-20 03:46:38
17953,2013-11-20 03:54:01
17954,2013-11-20 04:28:12
17955,2013-11-20 04:47:43
17956,2013-11-20 05:05:09
17957,2013-11-20 05:15:24
17958,2013-11-20 05:43:16
17959,2013-11-20 05:50:12
17960,2013-11-20 05:45:36
17961,2013-11-20 06:04:04
17962,2013-11-20 06:02:24
17963,2013-11-20 06:11:04
17964,2013-11-20 06:15:19
17965,2013-11-20 06:29:20
17966,2013-11-20 06:33:52
17967,2013-11-20 06:51:50
17968,2013-11-20 06:55:09
17969,2013-11-20 07:01:51
17970,2013-11-20 07:01:10
17971,2013-11-20 07:13:05
17972,2013-11-20 07:14:34
17973,2013-11-20 07:15:31
17974,2013-11-20 07:22:55
17975,2013-11-20 07:28:58
17976,2013-11-20 07:37:54
17977,2013-11-20 07:47:49
17978,2013-11-20 08:02:01
17979,2013-11-20 07:58:10
17980,2013-11-20 07:58:21
17981,2013-11-20 08:04:40
17982,2013-11-20 08:07:06
17983,2013-11-20 08:13:19
17984,2013-11-20 08:44:16
17985,2013-11-20 08:44:06
17986,2013-11-20 08:52:22
17987,2013-11-20 08:48:39
17988,2013-11-20 09:06:53
17989,2013-11-20 09:08:02
17990,2013-11-20 08:59:30
17991,2013-11-20 09:03:46
17992,2013-11-20 09:07:31
17993,2013-11-20 09:07:04
17994,2013-11-20 09:10:19
17995,2013-11-20 09:14:03
17996,2013-11-20 09:15:35
17997,2013-11-20 09:16:08
17998,2013-11-20 09:16:55
17999,2013-11-20 09:16:22
18000,2013-11-20 09:20:26
18001,2013-11-20 09:23:52
18002,2013-11-20 09:26:36
18003,2013-11-20 09:32:15
18004,2013-11-20 09:35:18
18005,2013-11-20 09:40:20
18006,2013-11-20 09:43:10
18007,2013-11-20 09:41:04
18008,2013-11-20 09:43:42
18009,2013-11-20 09:43:28
18010,2013-11-20 09:43:34
18011,2013-11-20 09:44:50
18012,2013-11-20 09:46:11
18013,2013-11-20 09:46:37
18014,2013-11-20 09:47:10
18015,2013-11-20 09:47:35
18016,2013-11-20 09:48:02
18017,2013-11-20 09:47:59
18018,2013-11-20 09:50:37
18019,2013-11-20 09:51:01
18020,2013-11-20 09:51:48
18021,2013-11-20 09:56:17
18022,2013-11-20 09:53:55
18023,2013-11-20 10:11:45
18024,2013-11-20 10:29:50
18025,2013-11-20 10:30:35
18026,2013-11-20 10:20:03
18027,2013-11-20 10:31:51
18028,2013-11-20 10:22:02
18029,2013-11-20 10:21:29
18030,2013-11-20 10:28:22
18031,2013-11-20 10:29:52
18032,2013-11-20 10:33:09
18033,2013-11-20 10:34:07
18034,2013-11-20 10:52:29
18035,2013-11-20 10:41:20
18036,2013-11-20 10:38:14
18037,2013-11-20 10:39:02
18038,2013-11-20 10:39:01
18039,2013-11-20 10:39:50
18040,2013-11-20 10:41:24
18041,2013-11-20 10:42:27
18042,2013-11-20 10:51:26
18043,2013-11-20 11:09:01
18044,2013-11-20 11:04:29
18045,2013-11-20 11:06:35
18046,2013-11-20 11:18:00
18047,2013-11-20 11:18:21
18048,2013-11-20 11:21:29
18049,2013-11-20 11:24:57
18050,2013-11-20 11:23:52
18051,2013-11-20 11:36:00
18052,2013-11-20 11:32:32
18053,2013-11-20 11:30:56
18054,2013-11-20 11:53:08
18055,2013-11-20 11:39:17
18056,2013-11-20 11:40:20
18057,2013-11-20 11:41:36
18058,2013-11-20 11:49:24
18059,2013-11-20 11:52:56
18060,2013-11-20 11:52:28
18061,2013-11-20 11:54:03
18062,2013-11-20 11:56:03
18063,2013-11-20 11:59:43
18064,2013-11-20 11:59:41
18065,2013-11-20 12:01:33
18066,2013-11-20 12:08:27
18067,2013-11-20 12:08:48
18068,2013-11-20 12:09:01
18069,2013-11-20 12:11:04
18070,2013-11-20 12:13:01
18071,2013-11-20 12:14:08
18072,2013-11-20 12:13:57
18073,2013-11-20 12:16:21
18074,2013-11-20 12:22:00
18075,2013-11-20 12:23:42
18076,2013-11-20 12:28:39
18077,2013-11-20 12:30:14
18078,2013-11-20 12:31:07
18079,2013-11-20 12:32:24
18080,2013-11-20 12:33:22
18081,2013-11-20 12:38:21
18082,2013-11-20 12:40:54
18083,2013-11-20 12:45:24
18084,2013-11-20 12:44:07
18085,2013-11-20 13:05:39
18086,2013-11-20 12:44:58
18087,2013-11-20 12:48:15
18088,2013-11-20 12:48:33
18089,2013-11-20 12:52:44
18090,2013-11-20 12:55:59
18091,2013-11-20 13:02:30
18092,2013-11-20 12:58:00
18093,2013-11-20 13:00:55
18094,2013-11-20 13:05:22
18095,2013-11-20 13:05:34
18096,2013-11-20 13:08:26
18097,2013-11-20 13:09:42
18098,2013-11-20 13:12:29
18099,2013-11-20 13:11:02
18100,2013-11-20 13:18:37
18101,2013-11-20 13:20:20
18102,2013-11-20 13:24:51
18103,2013-11-20 13:23:27
18104,2013-11-20 13:24:45
18105,2013-11-20 13:26:36
18106,2013-11-20 13:27:13
18107,2013-11-20 13:27:43
18108,2013-11-20 13:28:59
18109,2013-11-20 13:34:36
18110,2013-11-20 13:30:23
18111,2013-11-20 13:33:51
18112,2013-11-20 13:35:58
18113,2013-11-20 13:44:23
18114,2013-11-20 13:38:52
18115,2013-11-20 13:48:03
18116,2013-11-20 13:42:15
18117,2013-11-20 13:43:08
18118,2013-11-20 13:45:02
18119,2013-11-20 13:46:58
18120,2013-11-20 13:47:00
18121,2013-11-20 13:47:28
18122,2013-11-20 13:49:39
18123,2013-11-20 13:49:58
18124,2013-11-20 13:49:32
18125,2013-11-20 13:54:51
18126,2013-11-20 13:53:15
18127,2013-11-20 13:53:39
18128,2013-11-20 14:03:11
18129,2013-11-20 13:50:51
18130,2013-11-20 13:53:56
18131,2013-11-20 13:54:31
18132,2013-11-20 13:58:12
18133,2013-11-20 13:55:50
18134,2013-11-20 13:55:30
18135,2013-11-20 13:55:47
18136,2013-11-20 13:56:57
18137,2013-11-20 13:56:00
18138,2013-11-20 13:59:01
18139,2013-11-20 14:08:55
18140,2013-11-20 14:03:41
18141,2013-11-20 14:03:40
18142,2013-11-20 14:08:30
18143,2013-11-20 14:08:19
18144,2013-11-20 14:09:26
18145,2013-11-20 14:10:46
18146,2013-11-20 14:12:47
18147,2013-11-20 14:10:52
18148,2013-11-20 14:12:22
18149,2013-11-20 14:14:31
18150,2013-11-20 14:13:47
18151,2013-11-20 14:14:57
18152,2013-11-20 14:27:29
18153,2013-11-20 14:15:22
18154,2013-11-20 14:17:48
18155,2013-11-20 14:18:13
18156,2013-11-20 14:19:30
18157,2013-11-20 14:22:44
18158,2013-11-20 14:26:46
18159,2013-11-20 14:30:04
18160,2013-11-20 14:33:06
18161,2013-11-20 14:31:21
18162,2013-11-20 14:34:23
18163,2013-11-20 14:40:24
18164,2013-11-20 14:34:24
18165,2013-11-20 14:36:17
18166,2013-11-20 14:36:33
18167,2013-11-20 14:46:20
18168,2013-11-20 14:51:35
18169,2013-11-20 14:43:33
18170,2013-11-20 14:44:45
18171,2013-11-20 14:47:29
18172,2013-11-20 14:50:01
18173,2013-11-20 14:51:27
18174,2013-11-20 15:00:51
18175,2013-11-20 14:57:48
18176,2013-11-20 17:58:28
18177,2013-11-20 14:59:32
18178,2013-11-20 15:04:54
18179,2013-11-20 15:03:05
18180,2013-11-20 15:06:10
18181,2013-11-20 15:06:41
18182,2013-11-20 15:07:03
18183,2013-11-20 15:08:14
18184,2013-11-20 15:09:38
18185,2013-11-20 15:10:20
18186,2013-11-20 15:10:42
18187,2013-11-20 15:10:32
18188,2013-11-20 15:11:49
18189,2013-11-20 15:14:05
18190,2013-11-20 15:13:25
18191,2013-11-20 15:16:25
18192,2013-11-20 15:16:48
18193,2013-11-20 15:17:33
18194,2013-11-20 15:18:26
18195,2013-11-20 15:19:50
18196,2013-11-20 15:20:04
18197,2013-11-20 15:19:04
18198,2013-11-21 15:17:33
18199,2013-11-20 15:21:47
18200,2013-11-21 15:17:33
18201,2013-11-20 15:25:23
18202,2013-11-21 15:17:33
18203,2013-11-20 15:27:24
18204,2013-11-20 15:27:19
18205,2013-11-20 15:28:14
18206,2013-11-20 15:29:57
18207,2013-11-20 15:29:00
18208,2013-11-20 15:30:59
18209,2013-11-20 15:31:32
18210,2013-11-20 15:36:19
18211,2013-11-20 15:35:34
18212,2013-11-20 15:37:47
18213,2013-11-20 15:35:25
18214,2013-11-20 15:35:17
18215,2013-11-20 15:36:11
18216,2013-11-20 15:36:16
18217,2013-11-20 15:37:45
18218,2013-11-20 15:38:48
18219,2013-11-20 15:39:41
18220,2013-11-20 15:41:20
18221,2013-11-20 15:42:22
18222,2013-11-20 15:43:21
18223,2013-11-20 15:50:43
18224,2013-11-20 15:48:52
18225,2013-11-20 15:50:43
18226,2013-11-20 15:51:09
18227,2013-11-20 15:51:37
18228,2013-11-20 15:52:09
18229,2013-11-20 15:52:02
18230,2013-11-20 15:53:33
18231,2013-11-20 15:58:34
18232,2013-11-20 15:55:25
18233,2013-11-20 15:56:28
18234,2013-11-20 15:56:45
18235,2013-11-20 15:58:53
18236,2013-11-20 15:58:53
18237,2013-11-20 16:00:02
18238,2013-11-20 16:00:25
18239,2013-11-20 16:03:06
18240,2013-11-20 16:06:52
18241,2013-11-20 16:06:07
18242,2013-11-20 16:07:13
18243,2013-11-20 16:08:06
18244,2013-11-20 16:09:54
18245,2013-11-20 16:12:01
18246,2013-11-20 16:10:57
18247,2013-11-20 16:13:46
18248,2013-11-20 16:15:21
18249,2013-11-20 16:16:18
18250,2013-11-20 16:19:04
18251,2013-11-20 16:20:33
18252,2013-11-20 16:24:32
18253,2013-11-20 16:23:27
18254,2013-11-20 16:24:41
18255,2013-11-20 16:25:51
18256,2013-11-20 16:28:38
18257,2013-11-20 16:29:44
18258,2013-11-20 16:30:55
18259,2013-11-20 16:34:20
18260,2013-11-20 16:42:05
18261,2013-11-20 16:38:17
18262,2013-11-20 16:38:43
18263,2013-11-20 16:39:18
18264,2013-11-20 16:46:30
18265,2013-11-20 16:42:25
18266,2013-11-20 16:43:32
18267,2013-11-20 16:43:02
18268,2013-11-20 16:43:33
18269,2013-11-20 16:46:46
18270,2013-11-20 16:44:48
18271,2013-11-20 16:51:33
18272,2013-11-20 16:56:17
18273,2013-11-20 16:54:16
18274,2013-11-20 16:56:49
18275,2013-11-20 17:03:54
18276,2013-11-20 17:05:34
18277,2013-11-20 17:05:29
18278,2013-11-20 17:07:46
18279,2013-11-20 17:14:58
18280,2013-11-20 17:16:57
18281,2013-11-20 17:18:23
18282,2013-11-20 17:28:28
18283,2013-11-20 17:33:13
18284,2013-11-20 17:43:28
18285,2013-11-20 17:58:58
18286,2013-11-20 17:43:32
18287,2013-11-20 17:59:03
18288,2013-11-20 18:08:44
18289,2013-11-20 18:15:13
18290,2013-11-20 18:26:00
18291,2013-11-20 18:32:15
18292,2013-11-20 18:33:12
18293,2013-11-20 18:36:03
18294,2013-11-20 18:43:45
18295,2013-11-20 18:45:33
18296,2013-11-20 19:00:59
18297,2013-11-20 19:14:55
18298,2013-11-20 19:18:14
18299,2013-11-20 19:18:16
18300,2013-11-20 19:42:28
18301,2013-11-20 19:49:20
18302,2013-11-20 20:08:29
18303,2013-11-20 20:10:22
18304,2013-11-20 20:22:51
18305,2013-11-20 20:39:52
18306,2013-11-20 20:45:22
18307,2013-11-20 20:53:40
18308,2013-11-20 21:00:50
18309,2013-11-20 21:47:20
18310,2013-11-20 21:01:34
18311,2013-11-20 21:15:49
18312,2013-11-20 21:22:26
18313,2013-11-20 21:26:44
18314,2013-11-20 21:30:38
18315,2013-11-20 21:31:02
18316,2013-11-20 21:35:20
18317,2013-11-20 21:37:32
18318,2013-11-20 21:47:41
18319,2013-11-20 22:01:49
18320,2013-11-20 22:03:23
18321,2013-11-20 22:17:26
18322,2013-11-20 22:19:36
18323,2013-11-20 22:23:50
18324,2013-11-20 22:36:59
18325,2013-11-20 22:38:35
18326,2013-11-20 22:43:47
18327,2013-11-20 22:45:10
18328,2013-11-20 22:55:37
18329,2013-11-20 23:03:54
18330,2013-11-20 23:15:14
18331,2013-11-20 23:17:08
18332,2013-11-20 23:20:49
18333,2013-11-20 23:27:51
18334,2013-11-20 23:29:09
18335,2013-11-20 23:25:53
18336,2013-11-20 23:27:19
18337,2013-11-20 23:44:24
18338,2013-11-20 23:38:21
18339,2013-11-20 23:45:41
18340,2013-11-20 23:52:40
18341,2013-11-20 23:53:54
18342,2013-11-20 23:55:29
18343,2013-11-21 00:20:34
18344,2013-11-21 16:19:04
18345,2013-11-21 17:11:10
18346,2013-11-21 11:50:38
18347,2013-11-21 13:55:22
18348,2013-11-21 00:09:49
18349,2013-11-21 00:12:19
18350,2013-11-21 00:17:06
18351,2013-11-21 00:34:46
18352,2013-11-21 00:58:00
18353,2013-11-21 00:46:02
18354,2013-11-21 01:18:45
18355,2013-11-21 01:39:25
18356,2013-11-21 01:35:04
18357,2013-11-21 01:37:25
18358,2013-11-21 01:38:05
18359,2013-11-21 01:59:05
18360,2013-11-21 02:13:06
18361,2013-11-21 02:19:43
18362,2013-11-21 02:25:57
18363,2013-11-21 02:34:45
18364,2013-11-21 02:48:01
18365,2013-11-21 02:52:16
18366,2013-11-21 02:51:13
18367,2013-11-21 11:54:24
18368,2013-11-21 03:08:49
18369,2013-11-21 03:09:34
18370,2013-11-21 03:19:21
18371,2013-11-21 03:40:21
18372,2013-11-21 03:39:13
18373,2013-11-21 04:21:14
18374,2013-11-21 04:27:20
18375,2013-11-21 04:36:19
18376,2013-11-21 04:46:56
18377,2013-11-21 04:47:26
18378,2013-11-21 04:48:15
18379,2013-11-21 04:48:58
18380,2013-11-21 05:04:38
18381,2013-11-21 05:06:32
18382,2013-11-21 05:27:36
18383,2013-11-21 05:36:05
18384,2013-11-21 05:42:00
18385,2013-11-21 05:43:07
18386,2013-11-21 05:57:00
18387,2013-11-21 06:02:33
18388,2013-11-21 06:14:19
18389,2013-11-21 06:26:03
18390,2013-11-21 06:30:28
18391,2013-11-21 06:31:45
18392,2013-11-21 06:42:44
18393,2013-11-21 06:48:25
18394,2013-11-21 07:06:45
18395,2013-11-21 07:10:01
18396,2013-11-21 07:10:06
18397,2013-11-21 07:18:40
18398,2013-11-21 07:21:58
18399,2013-11-21 07:24:19
18400,2013-11-21 07:30:54
18401,2013-11-21 07:32:30
18402,2013-11-21 07:37:29
18403,2013-11-21 07:37:31
18404,2013-11-21 07:40:55
18405,2013-11-21 07:42:56
18406,2013-11-21 08:05:52
18407,2013-11-21 08:35:28
18408,2013-11-21 08:30:48
18409,2013-11-21 08:48:31
18410,2013-11-21 08:50:45
18411,2013-11-21 08:52:28
18412,2013-11-21 08:55:26
18413,2013-11-21 09:04:24
18414,2013-11-21 09:02:14
18415,2013-11-21 09:08:15
18416,2013-11-21 09:15:39
18417,2013-11-21 09:15:16
18418,2013-11-21 09:17:21
18419,2013-11-21 09:18:41
18420,2013-11-21 09:19:54
18421,2013-11-21 09:21:42
18422,2013-11-21 09:23:58
18423,2013-11-21 09:30:04
18424,2013-11-21 09:35:02
18425,2013-11-21 09:37:54
18426,2013-11-21 09:40:54
18427,2013-11-21 09:41:40
18428,2013-11-21 09:54:53
18429,2013-11-21 09:47:42
18430,2013-11-21 09:53:32
18431,2013-11-21 10:01:33
18432,2013-11-21 10:01:34
18433,2013-11-21 10:05:03
18434,2013-11-21 10:06:39
18435,2013-11-21 10:27:57
18436,2013-11-21 10:15:23
18437,2013-11-21 10:15:59
18438,2013-11-21 10:18:12
18439,2013-11-21 10:20:16
18440,2013-11-21 10:22:00
18441,2013-11-21 10:25:48
18442,2013-11-21 10:27:15
18443,2013-11-21 10:27:07
18444,2013-11-21 10:29:12
18445,2013-11-21 10:35:49
18446,2013-11-22 00:00:00
18447,2013-11-21 10:36:38
18448,2013-11-21 10:39:01
18449,2013-11-21 10:41:04
18450,2013-11-21 10:42:30
18451,2013-11-21 10:43:30
18452,2013-11-21 10:43:20
18453,2013-11-21 10:46:26
18454,2013-11-21 10:47:16
18455,2013-11-21 10:48:58
18456,2013-11-21 10:54:50
18457,2013-11-21 11:00:17
18458,2013-11-21 11:11:24
18459,2013-11-21 11:04:05
18460,2013-11-21 11:10:10
18461,2013-11-21 11:16:51
18462,2013-11-21 11:15:26
18463,2013-11-21 11:19:07
18464,2013-11-21 11:23:10
18465,2013-11-21 11:24:28
18466,2013-11-21 11:23:45
18467,2013-11-21 11:24:20
18468,2013-11-21 11:26:55
18469,2013-11-21 11:30:36
18470,2013-11-21 11:27:49
18471,2013-11-21 11:28:29
18472,2013-11-21 11:28:25
18473,2013-11-21 11:30:13
18474,2013-11-21 11:29:01
18475,2013-11-21 11:29:46
18476,2013-11-21 11:30:10
18477,2013-11-21 11:32:12
18478,2013-11-21 11:31:53
18479,2013-11-21 11:33:34
18480,2013-11-21 11:35:36
18481,2013-11-21 11:38:27
18482,2013-11-21 11:41:22
18483,2013-11-21 11:40:08
18484,2013-11-21 11:42:40
18485,2013-11-21 11:44:11
18486,2013-11-21 11:44:12
18487,2013-11-21 11:45:19
18488,2013-11-21 11:48:48
18489,2013-11-21 11:49:50
18490,2013-11-21 11:57:32
18491,2013-11-21 11:54:52
18492,2013-11-21 11:57:49
18493,2013-11-21 11:56:56
18494,2013-11-21 11:58:04
18495,2013-11-21 11:59:11
18496,2013-11-21 11:58:46
18497,2013-11-21 11:59:00
18498,2013-11-21 12:00:13
18499,2013-11-21 12:02:45
18500,2013-11-21 12:03:12
18501,2013-11-21 12:04:32
18502,2013-11-21 12:06:19
18503,2013-11-21 12:07:38
18504,2013-11-21 12:10:27
18505,2013-11-21 12:09:53
18506,2013-11-21 12:11:43
18507,2013-11-21 12:12:48
18508,2013-11-21 12:17:20
18509,2013-11-21 12:25:09
18510,2013-11-21 12:19:24
18511,2013-11-21 12:21:14
18512,2013-11-21 12:26:53
18513,2013-11-21 12:30:27
18514,2013-11-21 12:34:28
18515,2013-11-21 12:41:47
18516,2013-11-21 12:48:43
18517,2013-11-21 12:51:59
18518,2013-11-21 12:54:59
18519,2013-11-21 13:01:05
18520,2013-11-21 13:01:11
18521,2013-11-21 13:02:35
18522,2013-11-21 13:03:45
18523,2013-11-21 13:09:22
18524,2013-11-21 13:06:17
18525,2013-11-21 13:07:47
18526,2013-11-21 13:08:57
18527,2013-11-21 13:11:28
18528,2013-11-21 13:13:06
18529,2013-11-21 13:18:27
18530,2013-11-21 13:37:07
18531,2013-11-21 13:25:32
18532,2013-11-21 13:28:26
18533,2013-11-21 13:29:25
18534,2013-11-21 13:33:40
18535,2013-11-21 13:35:12
18536,2013-11-21 13:37:49
18537,2013-11-21 13:39:51
18538,2013-11-21 13:44:11
18539,2013-11-21 13:52:08
18540,2013-11-21 14:00:39
18541,2013-11-21 13:58:27
18542,2013-11-21 14:02:27
18543,2013-11-21 14:07:11
18544,2013-11-21 14:25:47
18545,2013-11-21 14:10:18
18546,2013-11-21 14:15:54
18547,2013-11-21 14:18:26
18548,2013-11-21 14:21:29
18549,2013-11-21 14:21:56
18550,2013-11-21 20:26:49
18551,2013-11-21 14:29:08
18552,2013-11-21 14:24:19
18553,2013-11-21 14:25:26
18554,2013-11-21 14:29:00
18555,2013-11-21 14:38:13
18556,2013-11-21 14:46:09
18557,2013-11-21 14:50:27
18558,2013-11-21 14:49:24
18559,2013-11-21 14:51:14
18560,2013-11-21 14:53:39
18561,2013-11-21 14:55:27
18562,2013-11-21 14:59:44
18563,2013-11-21 15:16:34
18564,2013-11-21 15:23:30
18565,2013-11-21 15:30:30
18566,2013-11-21 15:27:03
18567,2013-11-21 15:28:25
18568,2013-11-21 15:26:24
18569,2013-11-21 15:26:37
18570,2013-11-21 15:30:40
18571,2013-11-21 15:30:52
18572,2013-11-21 15:35:11
18573,2013-11-21 15:42:36
18574,2013-11-21 15:42:54
18575,2013-11-21 15:47:57
18576,2013-11-21 15:49:37
